gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
SERPINB1,0.285008344,0.456412733,0.459231081,0.086284306,-0.116513514,0.779902046,0.35959354,0.139259149,background
SPAST,0.237053614,0.595470174,1.07320313,0.005171077,-0.259132987,0.71525906,1.009279546,0.008282771,buffering
AQR,-0.091811313,0.759809438,0.559137624,0.04819922,-0.271688286,0.353486351,0.609894113,0.029634803,background
CPS1,-2.129248475,0.020381119,-1.288954638,0.128315493,-1.051577312,0.019629254,1.012160196,0.020031115,translation
C8B,-2.882884328,0.000302942,-2.488402865,0.000669987,-0.904029645,0.05740757,0.388212902,0.39815834,translation
FHL1,-1.915780716,0.022244918,-1.745709394,0.000560632,1.080900766,0.251165771,-1.089285756,0.005896306,abundance
RTFDC1,0.464943313,0.192053324,0.549726607,0.118641123,0.093119968,0.77888872,0.118148844,0.67630247,abundance
RNF10,0.124891899,0.844467655,-0.149766035,0.586413593,0.068780838,0.930940547,-0.143446787,0.591966903,background
ZDHHC6,0.415279842,0.46549479,0.785515984,0.058722035,0.062757743,0.938463048,0.67758456,0.092675113,buffering
RNH1,-0.047431053,0.899314301,-0.449771365,0.078210616,0.400262248,0.207346122,-0.426023034,0.062646878,background
NDUFS1,-0.556137394,0.157880985,0.003688013,0.991016003,-0.560116462,0.058537844,0.404698513,0.089064354,translation
RB1CC1,0.363598886,0.308852461,0.832654731,0.030020374,-0.163684969,0.615410311,0.495964171,0.084069025,background
ERP44,-0.157862876,0.660623841,0.497024169,0.165578591,-0.435037495,0.147130968,0.650688263,0.034357953,background
ALAS1,-1.396479722,0.006708268,-1.129071941,0.01680535,-0.448546987,0.116528253,0.327519783,0.201727214,translation
AKAP11,-0.757503031,0.009831879,0.461326059,0.056413985,-0.763613521,0.016541844,0.475794865,0.070316895,translation
GLRX2,0.352365633,0.526816406,0.635083376,0.095399867,-0.436841142,0.198562448,0.407793255,0.098837431,background
SNAPC1,-0.263915777,0.578480306,-0.090651609,0.866285778,-0.266525932,0.60160075,-0.102461537,0.85673716,background
DERA,-0.549731018,0.181218524,0.410872933,0.293917723,-0.875669785,0.015751357,0.94542623,0.005929669,translation
STRAP,0.456121909,0.351943432,0.581314954,0.081770914,0.039681203,0.953848215,0.436180861,0.161537358,background
ABCC2,-0.334084922,0.663175053,0.538667016,0.281835856,-1.025009766,0.014105037,0.776795201,0.00809064,translation
GCLM,0.046510347,0.93620318,0.383202518,0.416686818,-0.278018312,0.388322093,0.340179733,0.221772695,background
UBR2,-0.391598129,0.258324036,0.301653768,0.196409098,-0.786120038,0.037619088,0.430415397,0.056264831,translation
EHD2,0.099196815,0.906623361,-0.342636426,0.489561299,0.536140176,0.154174932,-0.408546139,0.123405632,background
CCDC28A,-0.214444784,0.661238922,-0.467154539,0.265404443,0.081379223,0.871912252,-0.32433694,0.350120734,background
HSF2,0.700916954,0.152952463,0.791458334,0.071219957,0.597129573,0.292904812,0.704126717,0.136688664,abundance
PHF20,-0.041098042,0.91899025,0.218449407,0.382863515,-0.325603813,0.263297222,0.238290741,0.257719927,background
HSD17B6,-2.791132891,0.005634211,-2.262327316,0.019124804,-0.909662733,0.034809551,0.855207711,0.043608753,translation
NR1H3,-0.097638356,0.839309011,-0.111244153,0.766127977,1.74E-05,0.999937719,-0.046011456,0.88210637,background
TYMP,-0.478288345,0.330953843,-0.886568028,0.114768922,0.072985054,0.863885144,-0.358862166,0.31954085,background
NCAPH2,0.699391954,0.104532021,0.553704643,0.119283081,0.401958477,0.371661421,0.248530883,0.501551164,abundance
SEC63,-0.014792952,0.971653341,0.455989313,0.179933537,-0.367988437,0.193562118,0.469581581,0.064655568,background
KPNA6,-0.380240438,0.198356159,-0.280353021,0.305109151,-0.229694737,0.408708211,-0.02137923,0.945078294,background
VIM,-0.337674701,0.554754388,-0.282206296,0.455556511,0.045713556,0.893227756,-0.058177266,0.807899505,background
FAS,-0.793247859,0.185976425,-0.029777574,0.952496971,-0.768101871,0.121748656,0.442850046,0.234030048,translation
RNASET2,-0.108761329,0.836762301,-0.954750318,0.090173809,0.484072045,0.153681174,-0.824090661,0.024957049,background
CD44,-0.483722996,0.454066684,-0.485972251,0.263315981,0.092449716,0.843977883,-0.182319848,0.517961329,background
SLAMF7,-0.278420362,0.61236409,-0.770645334,0.101827476,0.057730144,0.932077393,-0.65174856,0.140835499,buffering
BTN3A1,0.255617696,0.702112778,-0.320269045,0.540196926,0.427855373,0.493692379,-0.431266318,0.354421619,background
MIPEP,-0.506914705,0.14083785,-0.153188071,0.677772413,-0.436659748,0.169116549,0.222609526,0.508189366,translation
PRKCH,-0.161286523,0.779726995,-1.190461702,0.013095231,0.598666337,0.330654319,-1.11066229,0.012266857,buffering
IFNGR1,0.130758669,0.683001571,0.788642591,0.036261926,-0.094742216,0.77858206,0.679199709,0.049780678,background
B4GALT7,1.003351795,0.062671925,-0.059758486,0.831762308,0.9781489,0.091598844,0.001614015,0.995384818,translation
VRK2,0.229237767,0.553192501,0.386652854,0.20720014,0.077271924,0.86665091,0.317643297,0.2806492,background
TNFRSF1B,-0.396849835,0.360791714,-1.581796088,0.003028505,0.749766752,0.075547716,-1.207768615,0.003518373,background
VEZT,0.201510979,0.558564945,0.76370095,0.009583323,0.160361861,0.734308149,0.757948672,0.011408173,buffering
BRD9,0.665372394,0.189475193,-0.139886045,0.696990518,0.767410239,0.124433462,-0.361695299,0.257971744,translation
SNX1,-0.234125455,0.514875747,-0.135293635,0.648216922,-0.108831671,0.727729811,0.020077096,0.942945776,background
BCLAF1,-0.070578786,0.824461906,0.583659086,0.037008404,0.145689101,0.646515114,0.551207292,0.040064893,buffering
SLC39A9,0.090711215,0.799018893,0.466323933,0.181061946,-0.139997691,0.660183568,0.380747576,0.186304559,background
TFB1M,-0.409125198,0.326687749,-0.436696523,0.297406223,-0.131630751,0.73070311,-0.069863681,0.848262976,background
RABEP1,-0.495988326,0.206337627,0.129154449,0.64530941,-0.600287836,0.119320161,0.282754757,0.260865939,translation
HMGB3,-0.88946715,0.186387741,-0.790099917,0.137136719,-0.067230363,0.890580904,-0.103413991,0.760197728,abundance
NUP160,0.061802612,0.827553043,0.558105026,0.058113046,-0.09334145,0.732469161,0.486055315,0.068232104,background
GRN,0.53681122,0.089673853,0.01430453,0.964551552,0.529499633,0.074162175,-0.404159856,0.156253091,translation
ARHGAP31,-0.46187637,0.287965734,-0.775874426,0.042647512,-0.166612405,0.765119049,-0.626641116,0.093713075,buffering
CENPQ,0.612658848,0.209409948,2.276497684,0.00103744,-0.271705322,0.701974219,1.929735701,0.004178944,abundance
SARS,-0.452946949,0.180606894,-0.038509054,0.914810961,-0.432172051,0.15774679,0.291465045,0.323858546,translation
RANBP3,0.101055522,0.820432678,-0.541264812,0.131243035,0.431943113,0.264975608,-0.601891627,0.062096997,background
ARID4A,-0.829921952,0.049697741,-0.243812115,0.456151024,-0.68369949,0.092401305,0.118151995,0.732963362,translation
PNPLA6,-0.316010039,0.529826198,-0.38120847,0.253334633,0.05853412,0.910132885,-0.233039359,0.405439037,background
IFT88,-0.661980996,0.039371324,0.025714309,0.953670869,-0.668735173,0.037619088,0.769341078,0.080689323,translation
ALG1,0.806044205,0.040052163,0.356863555,0.25670165,0.564631272,0.107064576,-0.117034594,0.717014576,translation
ZCCHC8,-0.17260486,0.61044676,-0.042875848,0.881571693,-0.132120179,0.639847132,0.06856189,0.776362921,background
ABCF2,0.67033191,0.06527375,0.840580262,0.005144356,0.150217939,0.775205494,0.682024759,0.017525219,abundance
CHPF2,0.652055764,0.090752515,-0.031713477,0.930843838,0.659677092,0.100551031,-0.186936648,0.604493401,translation
UBA6,-0.54174677,0.086157619,0.503488961,0.2191889,-0.690951162,0.037619088,1.110057275,0.013377462,translation
ATP6V0A1,0.435538119,0.197801773,0.356627961,0.222230387,0.104135543,0.706751309,-0.011580877,0.966401808,abundance
PIAS1,0.115152772,0.724870294,0.4279336,0.133548889,0.067722368,0.858215742,0.411929354,0.144478485,buffering
SLC4A7,-0.115830054,0.839175165,0.382434771,0.376644265,-0.419824055,0.314874501,0.461097081,0.162288378,background
MAP2K3,-0.211907471,0.702064199,-1.144352661,0.007723368,0.796521102,0.150763672,-1.042748949,0.007425325,buffering
TMSB10,0.684122902,0.229790741,0.097309731,0.838713459,0.589474353,0.15323657,-0.35411572,0.258090288,translation
ASTE1,-0.417587061,0.262725671,0.981610846,0.016788519,-0.695039098,0.117121284,1.146835749,0.009868619,translation
RNF19A,-0.358073665,0.434335296,0.189552738,0.536325247,-0.594617979,0.096624067,0.368246394,0.127486971,translation
PEX3,-1.021585443,0.087409145,-0.061020636,0.861771103,-0.961386353,0.099835763,0.191805729,0.550382915,translation
GABARAPL2,0.127972027,0.742540045,-0.050445162,0.859409171,0.171504786,0.629724751,-0.094390115,0.70588745,background
SH3YL1,-0.832362594,0.152334158,-0.795703606,0.21645972,-0.31858471,0.448507233,0.086340949,0.855150948,abundance
FAM136A,1.586694311,0.003128725,0.884957226,0.00853054,1.17504501,0.047069,0.592116813,0.078854499,translation
VCL,-0.204937414,0.726979088,-0.335367227,0.411273205,0.15238294,0.709588978,-0.198552873,0.470480707,background
NSMAF,0.929567446,0.033045569,0.414774819,0.281084095,0.615854613,0.062263413,-0.429150651,0.143336502,translation
ADSS,0.368764781,0.274084048,0.713596347,0.038621452,-0.002309368,0.995009312,0.450617011,0.126206652,background
TIMP2,-0.912975558,0.215818899,-1.378896988,0.017697003,0.712370412,0.128879369,-0.739698033,0.024604405,abundance
RFC1,0.254059666,0.583400209,0.784753584,0.056460312,-0.376024709,0.29558102,0.57971697,0.055480208,background
TBC1D23,-0.518265965,0.109909178,0.468394501,0.136468892,-0.66540723,0.059701255,0.702210192,0.045480407,translation
CUL3,-0.145552846,0.615284646,0.259870832,0.328607288,-0.244571375,0.357986017,0.349210348,0.161326405,background
OTC,-2.718817993,0.01674485,-1.388849249,0.100637966,-1.262961049,0.015138487,0.989069079,0.016801865,translation
ZZZ3,-0.17457808,0.772106783,0.545367995,0.070046871,-0.209993628,0.787429117,0.547869408,0.071030665,buffering
USP2,-1.586114034,0.036241997,-1.886166175,0.013095231,-0.017205996,0.979076673,-0.382210179,0.380824371,abundance
FLT4,-0.51318942,0.246265204,-0.999183894,0.012702483,0.479304534,0.173330258,-0.62064785,0.02653722,abundance
NSUN2,-0.021946851,0.947431877,0.247860862,0.376338149,-0.151995725,0.569703903,0.267552584,0.261424379,background
FBXO42,0.192892711,0.591655385,-0.456082504,0.130021282,0.407658963,0.241261313,-0.539160053,0.065847846,buffering
MFAP3,-0.108498966,0.742187702,0.87426562,0.022224369,-0.030723123,0.944759621,0.849711032,0.027974163,buffering
METTL1,0.332030311,0.568754161,0.686992388,0.138043182,0.351003765,0.606298715,0.694394327,0.148623708,buffering
AGA,0.042394217,0.933223454,0.53804324,0.237380025,-0.260196265,0.518592921,0.503633507,0.169475318,background
BOD1L1,-0.042874969,0.914238905,0.150548841,0.646369399,-0.148463243,0.630162625,0.183191479,0.474922624,background
MAT2B,-0.300013098,0.36218834,0.336329164,0.388615575,-0.420619689,0.17427358,0.608753358,0.094763552,translation
EDC4,0.2885622,0.402391957,-0.208011752,0.51452542,0.462987025,0.08051078,-0.480425755,0.04437462,translation
TRIO,0.27602879,0.63514724,-0.056546883,0.877909618,0.357527007,0.32032888,-0.196239653,0.411911209,background
VCAN,0.434049487,0.702158989,0.322023996,0.737345129,0.107812695,0.811903078,-0.07255938,0.840211899,background
CLEC16A,0.325779697,0.56100062,-0.437256192,0.197918753,0.688939953,0.198595427,-0.541117187,0.089601303,translation
MSR1,-0.55681506,0.25547222,-0.242097335,0.536325247,-0.363289834,0.387721666,0.07103002,0.845906071,background
CDH1,-1.102766127,0.117347023,-1.244868586,0.086480849,-0.078748835,0.835124447,-0.027873274,0.939159891,abundance
SKIV2L2,0.111377429,0.701419508,0.710411703,0.015336301,0.280037242,0.338379958,0.756278923,0.011666175,buffering
ZFYVE16,-0.641919333,0.06580525,0.410316013,0.208766272,-0.756816265,0.051051579,0.654751519,0.068874114,translation
FAM65A,-0.120383672,0.837681409,-1.172337914,0.003414867,1.297315044,0.038674236,-1.121211729,0.003110409,buffering
C6,-3.566141226,0.000133704,-3.22395332,0.000515301,-1.406486278,0.022228419,0.82085978,0.179116227,translation
RAI14,-0.097663375,0.842425773,0.657296098,0.063983674,-0.841184225,0.016834416,0.731254821,0.007652854,background
PNKP,0.261627587,0.490468849,-0.645054672,0.044041875,0.476156076,0.264846363,-0.713310013,0.029485738,buffering
PHLPP2,0.078972341,0.901373907,-0.292910029,0.417790533,0.348131042,0.498401126,-0.324116405,0.293498561,background
STAU2,0.127378576,0.791002846,0.945811923,0.041783097,-0.584319096,0.07790057,0.812905735,0.011248909,background
CTNS,0.334312079,0.450565043,0.349308912,0.202314477,-0.063821032,0.895041389,0.231190243,0.340943341,background
PHF23,0.330829944,0.505438761,-0.044477662,0.918360769,0.357433769,0.437239273,-0.200184323,0.586985778,background
INPP4A,-0.210998477,0.660458561,-0.31991262,0.418325167,0.079782047,0.822470645,-0.14294212,0.587317355,background
PSMA4,-0.021201945,0.951542971,0.713673573,0.025227194,-0.459703321,0.094350099,0.735403809,0.009501263,background
LSG1,0.577781625,0.054952751,0.42154731,0.118808999,0.370641448,0.18865242,0.05642001,0.853366007,abundance
PARP3,-0.320063649,0.643204281,-0.562561152,0.11177919,0.570061226,0.239705836,-0.427188802,0.103100751,background
TNC,0.190819331,0.878741835,-0.373782245,0.597708486,0.704595934,0.147394554,-0.495082815,0.113262821,background
TDP1,0.405543908,0.429977517,0.413735653,0.240363931,-0.023803508,0.963954938,0.198902169,0.484288083,background
AIFM2,1.10310377,0.024047545,0.621333863,0.038539079,0.217747932,0.577511835,0.083854057,0.747532972,abundance
SPATA7,-0.589732786,0.17728925,0.242856826,0.539739879,-0.676777699,0.136341852,0.450854608,0.249338916,translation
MED17,0.129251361,0.691555893,0.068124062,0.854046335,0.105368462,0.740331288,-0.029701698,0.936039452,background
RETSAT,-0.701574432,0.045830375,-0.162300959,0.561578055,-0.58464878,0.071090077,0.196168371,0.44053621,translation
CAPG,1.813317798,0.061512444,1.976913182,0.020812913,-0.179819755,0.751077835,0.399450128,0.287862936,abundance
AP2S1,0.497809247,0.155430877,-0.095255586,0.761268869,0.545185983,0.116970608,-0.300223629,0.304949778,translation
DCUN1D1,-0.444198042,0.251047756,0.651002039,0.052393969,-0.878373573,0.042948185,0.893686152,0.010487806,translation
JADE2,0.26189247,0.565641912,-0.412955293,0.286013917,0.528141847,0.187364996,-0.576922846,0.089137138,background
LCP2,-0.838747597,0.062456878,-1.449851388,0.002452472,0.272430979,0.579702124,-0.85952528,0.020170221,abundance
TRIT1,0.208846309,0.604194075,0.396960689,0.232469311,0.114118094,0.817210925,0.351551799,0.283739662,background
CUL7,1.081205391,0.005541357,0.368205909,0.303793665,0.909031476,0.015751357,-0.645962064,0.086995859,translation
CTNNA1,0.350199222,0.247043549,0.743096986,0.012100835,-0.27094534,0.34011908,0.480203472,0.042559822,abundance
PHKA2,-0.748816889,0.050823494,-0.582737164,0.022068018,0.056110021,0.903687333,-0.370940188,0.101660035,abundance
CNTLN,-0.486444962,0.360791714,-0.430561635,0.204739721,-0.195080495,0.751954093,-0.297533288,0.355705082,background
EPHA3,-1.436380848,0.143639511,-1.394999169,0.05110682,-0.019884614,0.985039975,-0.528743355,0.29899464,abundance
HSPA5,0.145502762,0.722432082,0.366579115,0.227987278,-0.263711359,0.293082543,0.253360614,0.22370063,background
DSG2,0.160233624,0.865826594,0.835753069,0.230915563,-0.62869927,0.21606485,0.707403071,0.080739832,background
GEMIN8,-0.150711237,0.742130178,-0.062598573,0.853410633,-0.150991433,0.7666782,-0.062933953,0.853532076,background
OFD1,-0.162779842,0.645501752,-0.174591492,0.508412094,-0.031488834,0.936153226,-0.108043337,0.663484524,background
PREX2,-0.06384647,0.898040322,-0.362863876,0.344420382,0.203406123,0.585002676,-0.316627005,0.287743317,background
WDR37,-0.518281714,0.312317349,-0.20835195,0.518767728,-0.301455686,0.527102618,-0.019839365,0.954598476,background
YTHDC2,-0.728187633,0.04726876,0.143523479,0.61904372,-0.816880575,0.034207363,0.440560381,0.126679139,translation
CTPS2,0.783383153,0.089925433,0.821621338,0.026082737,0.273060394,0.6314699,0.519989879,0.133853727,abundance
ATP6V1H,0.248961933,0.491738297,0.55166432,0.132547685,-0.051614255,0.892646758,0.333321355,0.263675985,background
POLR2B,0.282076041,0.281236288,0.925592779,0.002203097,-0.12808442,0.679967481,0.772539502,0.006347758,background
FAM214A,-1.441643574,0.006120742,-0.56143578,0.068833365,-0.977879965,0.059387276,-0.062254008,0.880479181,translation
TPR,0.622111188,0.067686074,1.189961309,0.001755157,-0.227260911,0.567787189,0.74523197,0.01445371,abundance
CP,-2.957628856,0.001758238,-2.006188915,0.007585403,-0.981326135,0.019244555,0.795405712,0.026310045,translation
KIAA0556,0.600046921,0.291178732,-0.130883071,0.791724799,0.71314679,0.106433022,-0.541221951,0.124365822,translation
C12orf4,0.146599886,0.707930333,1.091910512,0.003424236,0.487819924,0.326137276,1.127273136,0.004218316,buffering
SCML1,-0.011176397,0.985762107,0.247963878,0.620400581,-0.238619178,0.407044747,0.258631778,0.295291264,background
WWC3,-0.038639983,0.967064006,-0.232629791,0.556296596,0.256895377,0.747815051,-0.221390085,0.505704523,background
ARHGAP6,0.077742463,0.933933948,-0.937172956,0.130076763,0.431164499,0.646515114,-0.956855909,0.117823394,buffering
MAP4,0.346446944,0.30691798,0.097778487,0.757536005,0.267953389,0.325056262,-0.171655686,0.473395347,background
GOPC,-0.106683129,0.80700533,0.14769165,0.647882934,-0.126212305,0.794682058,0.156855651,0.620961355,background
USP28,-0.255812485,0.583400209,-0.130423983,0.668587686,-0.194098611,0.701649966,-0.086124429,0.781820195,background
